PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,HasCabin,AgeGroup,Pclass_desc
850,1,1,female,35.0,1,0,89.1042,C,1,Adult,Upper
851,0,3,male,4.0,4,2,31.275,S,0,Child,Lower
852,0,3,male,74.0,0,0,7.775,S,0,Senior,Lower
853,0,3,female,9.0,1,1,15.2458,C,0,Child,Lower
854,1,1,female,16.0,0,1,39.4,S,1,Teen,Upper
855,0,2,female,44.0,1,0,26.0,S,0,MiddleAge,Middle
856,1,3,female,18.0,0,1,9.35,S,0,Teen,Lower
857,1,1,female,45.0,1,1,164.8667,S,0,MiddleAge,Upper
858,1,1,male,51.0,0,0,26.55,S,1,MiddleAge,Upper
859,1,3,female,24.0,0,3,19.2583,C,0,Adult,Lower
860,0,3,male,25.0,0,0,7.2292,C,0,Adult,Lower
861,0,3,male,41.0,2,0,14.1083,S,0,MiddleAge,Lower
862,0,2,male,21.0,1,0,11.5,S,0,Adult,Middle
863,1,1,female,48.0,0,0,25.9292,S,1,MiddleAge,Upper
864,0,3,female,21.5,8,2,69.55,S,0,Adult,Lower
865,0,2,male,24.0,0,0,13.0,S,0,Adult,Middle
866,1,2,female,42.0,0,0,13.0,S,0,MiddleAge,Middle
867,1,2,female,27.0,1,0,13.8583,C,0,Adult,Middle
868,0,1,male,31.0,0,0,50.4958,S,1,Adult,Upper
869,0,3,male,25.0,0,0,9.5,S,0,Adult,Lower
870,1,3,male,4.0,1,1,11.1333,S,0,Child,Lower
871,0,3,male,26.0,0,0,7.8958,S,0,Adult,Lower
872,1,1,female,47.0,1,1,52.5542,S,1,MiddleAge,Upper
873,0,1,male,33.0,0,0,5.0,S,1,Adult,Upper
874,0,3,male,47.0,0,0,9.0,S,0,MiddleAge,Lower
875,1,2,female,28.0,1,0,24.0,C,0,Adult,Middle
876,1,3,female,15.0,0,0,7.225,C,0,Teen,Lower
877,0,3,male,20.0,0,0,9.8458,S,0,Teen,Lower
878,0,3,male,19.0,0,0,7.8958,S,0,Teen,Lower
879,0,3,male,25.0,0,0,7.8958,S,0,Adult,Lower
880,1,1,female,56.0,0,1,83.1583,C,1,MiddleAge,Upper
881,1,2,female,25.0,0,1,26.0,S,0,Adult,Middle
882,0,3,male,33.0,0,0,7.8958,S,0,Adult,Lower
883,0,3,female,22.0,0,0,10.5167,S,0,Adult,Lower
884,0,2,male,28.0,0,0,10.5,S,0,Adult,Middle
885,0,3,male,25.0,0,0,7.05,S,0,Adult,Lower
886,0,3,female,39.0,0,5,29.125,Q,0,Adult,Lower
887,0,2,male,27.0,0,0,13.0,S,0,Adult,Middle
888,1,1,female,19.0,0,0,30.0,S,1,Teen,Upper
889,0,3,female,21.5,1,2,23.45,S,0,Adult,Lower
890,1,1,male,26.0,0,0,30.0,C,1,Adult,Upper
891,0,3,male,32.0,0,0,7.75,Q,0,Adult,Lower
